"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic000143","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","285031","111023","","22100083"
"ISic000144","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284846","111024","","22100084"
"ISic000145","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","","draft","285032","111025","","22100085"
"ISic000146","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284847","111026","","22100086"
"ISic000147","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","stele","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284848","111043","","22100087"
"ISic000148","B: 'E databile agli inizi
                                del I sec. d.C.'","0001","0050","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284849","111044","","22100088"
"ISic000149","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","285033","111045","","22100089"
"ISic000150","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284850","111046","","22100090"
"ISic000151","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284851","111047","","22100091"
"ISic000152","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285241","111048","","10900647"
"ISic000153","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285273","111299","","10900648"
"ISic000154","Imperial (?)","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","plaque","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285124","111300","","22100093"
"ISic000155","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285243","111305","","8900406"
"ISic000156","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","493964","","","10900649"
"ISic000157","End of 2nd century CE (Ferrua)","0150","0200","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175735","076863","","10900650"
"ISic000158","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","285125","111307","","22100095"
"ISic000159","B: 'Il nostro frammento, che
                                e certamente piu antico delle altre iscrizioni, probablimente del I sec. d.C., e anche
                                qualitativamente superiore'","0001","0100","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285153","111309","","22100096"
"ISic000160","4th century CE
                                (Ferrua)","0301","0400","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175682","078714","","26001192"
"ISic000161","'Le quattro epigrafi
                                (ILLTI 82—85) potrebbero datarsi tra la seconda meta del II sec d.C. e gli inizi del III
                                secolo'","0150","0250","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175697","077915","","8900393"
"ISic000162","'Le quattro epigrafi
                                (ILLTI 82—85) potrebbero datarsi tra la seconda meta del II sec d.C. e gli inizi del III
                                secolo'","0150","0250","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175698","077916","","8900394"
"ISic000163","'Le quattro epigrafi
                                (ILLTI 82—85) potrebbero datarsi tra la seconda meta del II sec d.C. e gli inizi del III
                                secolo'","0150","0250","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175699","077917","","8900395"
"ISic000164","'Le quattro epigrafi
                                (ILLTI 82—85) potrebbero datarsi tra la seconda meta del II sec d.C. e gli inizi del III
                                secolo'; also, here the letter forms, says B., are not before mid 2nd century CE","0150","0250","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175700","077918","","8900396"
"ISic000165","3rd century CE","0201","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284853","111310","","10900651"
"ISic000166","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","285262","127477","","22100098"
"ISic000167","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285261","127476","","22100100"
"ISic000168","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175738","076866","","10900652"
"ISic000169","'La presenza della tribu, il
                                praenomen Aulus e la mancanza del cognomen nell'onomastica della donna suggeriscono una
                                datazione alla prima meta del I sec.d.C. a preferenza del II d.C. (as in ILLPa 77)","0001","0050","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285244","111313","","22100099"
"ISic000170","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285126","111315","","22100101"
"ISic000171","1st — 2nd century CE","0001","0200","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284854","111316","","22100103"
"ISic000172","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285292","127515","","22100104"
"ISic000173","4th century CE","0301","0400","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","","draft","175681","078715","","10900653"
"ISic000174","'L'aspetto delle lettere suggerisce una datazione al III sec. d.C. (Ferrua loc.cit)'","0200","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","175737","076865","","10900654"
"ISic000175","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","tuff","stele","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285260","127475","","22100106"
"ISic000176","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285259","127474","","22100107"
"ISic000177","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285318","127542","","22100108"
"ISic000178","imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285312","127543","","22100109"
"ISic000179","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","","draft","285258","127473","","22100110"
"ISic000180","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285228","127394","","22100111"
